          60
      1.35838      0.00000
      1.35838   -0.0756666
      1.35838    -0.227000
      1.36010    -0.378993
      1.36877    -0.487760
      1.38440    -0.553300
      1.40528    -0.650620
      1.40339    -0.759297
      1.37874    -0.879330
      1.35905    -0.955557
      1.39422    -0.980240
      1.48426    -0.953380
      1.58784    -0.972723
      1.67782     -1.03465
      1.73238     -1.11472
      1.77071     -1.11995
      1.79281     -1.05034
      1.82796    -0.954017
      1.87055    -0.881360
      1.92059    -0.832373
      1.95467    -0.801160
      2.00613    -0.753163
      2.07495    -0.688380
      2.17710    -0.589040
      2.26878    -0.522913
      2.32642    -0.326567
      2.35000  9.93411e-09
      2.32642     0.326567
      2.26878     0.522913
      2.17710     0.589040
      2.07423     0.686937
      1.99510     0.760330
      1.90424     0.839320
      1.84803     0.886747
      1.78920     0.940283
      1.76724     0.976167
      1.73791      1.04442
      1.72146      1.09812
      1.71152      1.14116
      1.70535      1.14496
      1.68912      1.14053
      1.67374      1.12449
      1.65360      1.10917
      1.63588      1.09793
      1.59735      1.07811
      1.54496      1.05454
      1.49401      1.03354
      1.45778      1.02390
      1.43147      1.02867
      1.40484      1.03788
      1.38993      1.03426
      1.38750      1.02586
      1.40430     0.979300
      1.42101     0.920457
      1.43618     0.848643
      1.43865     0.811783
      1.41248     0.684297
      1.38621     0.569357
      1.35997     0.378913
      1.35838     0.227000

